[2026-04-01T10:49:31.658Z] GET http://localhost:8767/ → 200 (5ms, 113287B)
[2026-04-01T11:22:06.996Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:22:06.996Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (1ms, ?B)
[2026-04-01T11:22:06.997Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T11:22:13.660Z] GET http://localhost:8770/ → 200 (1ms, 115340B)
[2026-04-01T11:22:13.664Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T11:22:13.664Z] GET http://localhost:8770/styles.css → 200 (?ms, 38007B)
[2026-04-01T11:22:13.664Z] GET http://localhost:8770/main.js → 200 (?ms, 21853B)
[2026-04-01T11:22:13.667Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:22:13.667Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:22:13.667Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (1ms, ?B)
[2026-04-01T11:29:16.118Z] GET http://localhost:8770/ → 200 (1ms, 115340B)
[2026-04-01T11:29:16.122Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T11:29:16.122Z] GET http://localhost:8770/styles.css → 304 (1ms, ?B)
[2026-04-01T11:29:16.122Z] GET http://localhost:8770/main.js → 200 (1ms, 21364B)
[2026-04-01T11:29:16.138Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:29:16.138Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:29:16.138Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (1ms, ?B)
[2026-04-01T11:29:56.966Z] GET http://localhost:8770/ → 200 (1ms, 115340B)
[2026-04-01T11:29:56.970Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T11:29:56.970Z] GET http://localhost:8770/styles.css → 200 (?ms, 38007B)
[2026-04-01T11:29:56.970Z] GET http://localhost:8770/main.js → 304 (1ms, ?B)
[2026-04-01T11:29:56.984Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:29:56.984Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:29:56.985Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T11:30:27.133Z] GET http://localhost:8770/ → 200 (1ms, 115340B)
[2026-04-01T11:30:27.137Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T11:30:27.137Z] GET http://localhost:8770/styles.css → 200 (?ms, 38007B)
[2026-04-01T11:30:27.137Z] GET http://localhost:8770/main.js → 304 (1ms, ?B)
[2026-04-01T11:30:27.152Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:30:27.152Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:30:27.152Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T11:30:34.996Z] GET http://localhost:8770/ → 200 (1ms, 115340B)
[2026-04-01T11:30:35.000Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T11:30:35.001Z] GET http://localhost:8770/styles.css → 200 (?ms, 38007B)
[2026-04-01T11:30:35.001Z] GET http://localhost:8770/main.js → 200 (?ms, 21364B)
[2026-04-01T11:30:35.017Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:30:35.017Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:30:35.017Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T11:32:59.911Z] GET http://localhost:8770/ → 200 (1ms, 115340B)
[2026-04-01T11:32:59.915Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T11:32:59.915Z] GET http://localhost:8770/styles.css → 200 (?ms, 38007B)
[2026-04-01T11:32:59.916Z] GET http://localhost:8770/main.js → 304 (?ms, ?B)
[2026-04-01T11:32:59.932Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:32:59.932Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:32:59.932Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T11:52:18.760Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T11:52:18.763Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T11:52:18.763Z] GET http://localhost:8770/styles.css → 200 (1ms, 38833B)
[2026-04-01T11:52:18.763Z] GET http://localhost:8770/main.js → 200 (1ms, 21757B)
[2026-04-01T11:52:18.782Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:52:18.782Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:52:18.782Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T11:52:18.817Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T11:52:18.820Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (1ms, 19418B)
[2026-04-01T11:52:18.821Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T11:52:18.821Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T11:52:18.837Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:52:18.837Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:52:18.837Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T11:52:50.637Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T11:52:50.641Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T11:52:50.641Z] GET http://localhost:8770/styles.css → 304 (?ms, ?B)
[2026-04-01T11:52:50.641Z] GET http://localhost:8770/main.js → 304 (1ms, ?B)
[2026-04-01T11:52:50.656Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:52:50.656Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:52:50.656Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T11:58:41.799Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T11:58:41.803Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T11:58:41.804Z] GET http://localhost:8770/styles.css → 304 (?ms, ?B)
[2026-04-01T11:58:41.804Z] GET http://localhost:8770/main.js → 304 (?ms, ?B)
[2026-04-01T11:58:41.822Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:58:41.822Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:58:41.822Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T11:58:55.200Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T11:58:55.203Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (1ms, 19418B)
[2026-04-01T11:58:55.204Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T11:58:55.204Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T11:58:55.219Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T11:58:55.219Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:58:55.219Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T11:59:28.708Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T11:59:28.712Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T11:59:28.712Z] GET http://localhost:8770/styles.css → 304 (1ms, ?B)
[2026-04-01T11:59:28.713Z] GET http://localhost:8770/main.js → 304 (16ms, ?B)
[2026-04-01T11:59:28.728Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (1ms, ?B)
[2026-04-01T11:59:28.729Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T11:59:28.729Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:17.043Z] GET http://localhost:8770/ → 200 (2ms, 115542B)
[2026-04-01T12:02:17.047Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:02:17.048Z] GET http://localhost:8770/styles.css → 304 (?ms, ?B)
[2026-04-01T12:02:17.048Z] GET http://localhost:8770/main.js → 304 (1ms, ?B)
[2026-04-01T12:02:17.067Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (1ms, ?B)
[2026-04-01T12:02:17.068Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:17.068Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:38.276Z] GET http://localhost:8770/ → 200 (?ms, 115542B)
[2026-04-01T12:02:38.279Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:02:38.280Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:02:38.280Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:02:38.295Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:38.295Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:38.296Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:44.163Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T12:02:44.166Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:02:44.167Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:02:44.167Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:02:44.182Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:44.182Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:44.182Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:55.370Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T12:02:55.374Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:02:55.374Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:02:55.374Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:02:55.390Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:55.390Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:02:55.390Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:04.989Z] GET http://localhost:8770/ → 200 (?ms, 115542B)
[2026-04-01T12:03:04.992Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:03:04.992Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:03:04.992Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:03:05.011Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:05.011Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:05.012Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:11.698Z] GET http://localhost:8770/ → 200 (?ms, 115542B)
[2026-04-01T12:03:11.701Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:03:11.701Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:03:11.701Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:03:11.716Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:11.716Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:11.716Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (1ms, ?B)
[2026-04-01T12:03:22.106Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T12:03:22.110Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (?ms, 19418B)
[2026-04-01T12:03:22.111Z] GET http://localhost:8770/styles.css → 200 (?ms, 38833B)
[2026-04-01T12:03:22.111Z] GET http://localhost:8770/main.js → 304 (22ms, ?B)
[2026-04-01T12:03:22.132Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (1ms, ?B)
[2026-04-01T12:03:22.133Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:22.133Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:31.585Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
[2026-04-01T12:03:31.588Z] GET https://fonts.googleapis.com/css2?family=Bricolage+Grotesque:opsz,wght@12..96,400;12..96,600;12..96,700;12..96,800&family=DM+Sans:ital,opsz,wght@0,9..40,300;0,9..40,400;0,9..40,500;0,9..40,600;0,9..40,700;1,9..40,400;1,9..40,500&family=JetBrains+Mono:wght@400;500;600&display=swap → 200 (1ms, 19418B)
[2026-04-01T12:03:31.589Z] GET http://localhost:8770/styles.css → 304 (?ms, ?B)
[2026-04-01T12:03:31.589Z] GET http://localhost:8770/main.js → 200 (?ms, 21757B)
[2026-04-01T12:03:31.604Z] GET https://fonts.gstatic.com/s/bricolagegrotesque/v9/3y9K6as8bTXq_nANBjzKo3IeZx8z6up5BeSl9D4dj_x9PpZBMlGIInHWVyNJ.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:31.604Z] GET https://fonts.gstatic.com/s/dmsans/v17/rP2Hp2ywxg089UriCZOIHTWEBlw.woff2 → 200 (?ms, ?B)
[2026-04-01T12:03:31.604Z] GET https://fonts.gstatic.com/s/jetbrainsmono/v24/tDbv2o-flEEny0FZhsfKu5WU4zr3E_BX0PnT8RD8yKwBNntkaToggR7BYRbKPxDcwgknk-4.woff2 → 200 (1ms, ?B)
[2026-04-01T12:03:57.353Z] GET http://localhost:8770/ → 200 (1ms, 115542B)
